longevity young adult mort_scn recruit_post_min recruit_post_max recruit_post_mean recruit_interfire recruit_weather senescence_age senescence_increase mort_min mort_a mort_b mort_c mort_d mort_e mort_f cone_cycle seed_longevity flower_scn flower_age_a flower_age_b flower_age_c flower_weather_a flower_weather_b flower_weather_c flower_weather_d flower_weather_e pollination follicles seeds firm_seeds viable_seeds insect_a insect_b decay_a decay_b open_a open_b open_c
999 5 15 3 0.911 0.987 0.923 0 0.06 25 0.01 0.02 0.2877622 -0.0005888 0.3179949 0.6475991 -0.0006502 0.2867799 1 12 0 9.179382 8.710231 0.6208263 0.053176 -15.21237 0.022191 0.023055 -33.344613 90 9.97 2 0.83 0.744 0.02 0.18 0.34 -5.95 0.3896 6.6873 0.9588
