sim_id is_study_rep study_rep sim_rep run_time is_study is_fire_output is_dynamics is_metapop is_metapop_full is_metapop_dynamics is_metapop_pops is_recol_rescue is_plants_pop scenario_file param1 val1 param2 val2 param3 val3
175 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.16 wind_prop 0.02
176 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.16 wind_prop 0.02
177 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.16 wind_prop 0.02
178 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.17 wind_prop 0.02
179 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.17 wind_prop 0.02
180 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.17 wind_prop 0.02
181 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.18 wind_prop 0.02
182 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.18 wind_prop 0.02
183 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.18 wind_prop 0.02
184 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.19 wind_prop 0.02
185 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.19 wind_prop 0.02
186 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.19 wind_prop 0.02
187 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.20 wind_prop 0.02
188 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.20 wind_prop 0.02
189 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.20 wind_prop 0.02
190 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.00 wind_prop 0.03
191 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.00 wind_prop 0.03
192 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.00 wind_prop 0.03
193 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.01 wind_prop 0.03
194 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.01 wind_prop 0.03
195 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.01 wind_prop 0.03
196 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.02 wind_prop 0.03
197 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.02 wind_prop 0.03
198 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.02 wind_prop 0.03
199 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.03 wind_prop 0.03
200 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.03 wind_prop 0.03
201 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.03 wind_prop 0.03
202 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.04 wind_prop 0.03
203 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.04 wind_prop 0.03
204 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.04 wind_prop 0.03
205 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.05 wind_prop 0.03
206 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.05 wind_prop 0.03
207 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.05 wind_prop 0.03
208 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.06 wind_prop 0.03
209 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.06 wind_prop 0.03
210 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.06 wind_prop 0.03
211 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.07 wind_prop 0.03
212 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.07 wind_prop 0.03
213 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.07 wind_prop 0.03
214 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.08 wind_prop 0.03
215 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.08 wind_prop 0.03
216 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.08 wind_prop 0.03
217 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.09 wind_prop 0.03
218 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.09 wind_prop 0.03
219 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.09 wind_prop 0.03
220 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.10 wind_prop 0.03
221 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.10 wind_prop 0.03
222 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.10 wind_prop 0.03
223 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.11 wind_prop 0.03
224 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.11 wind_prop 0.03
225 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.11 wind_prop 0.03
226 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.12 wind_prop 0.03
227 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.12 wind_prop 0.03
228 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.12 wind_prop 0.03
229 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.13 wind_prop 0.03
230 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.13 wind_prop 0.03
231 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.13 wind_prop 0.03
232 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.14 wind_prop 0.03
233 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.14 wind_prop 0.03
234 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.14 wind_prop 0.03
235 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.15 wind_prop 0.03
236 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.15 wind_prop 0.03
237 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.15 wind_prop 0.03
238 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.16 wind_prop 0.03
239 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.16 wind_prop 0.03
240 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.16 wind_prop 0.03
241 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.17 wind_prop 0.03
242 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.17 wind_prop 0.03
243 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.17 wind_prop 0.03
244 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.18 wind_prop 0.03
245 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.18 wind_prop 0.03
246 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.18 wind_prop 0.03
247 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.19 wind_prop 0.03
248 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.19 wind_prop 0.03
249 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.19 wind_prop 0.03
250 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.20 wind_prop 0.03
251 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.20 wind_prop 0.03
252 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.20 wind_prop 0.03
253 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.00 wind_prop 0.04
254 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.00 wind_prop 0.04
255 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.00 wind_prop 0.04
256 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.01 wind_prop 0.04
257 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.01 wind_prop 0.04
258 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.01 wind_prop 0.04
259 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.02 wind_prop 0.04
260 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.02 wind_prop 0.04
261 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.02 wind_prop 0.04
262 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.03 wind_prop 0.04
263 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.03 wind_prop 0.04
264 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.03 wind_prop 0.04
265 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.04 wind_prop 0.04
266 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.04 wind_prop 0.04
267 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.04 wind_prop 0.04
268 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.05 wind_prop 0.04
269 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.05 wind_prop 0.04
270 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.05 wind_prop 0.04
271 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.06 wind_prop 0.04
272 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.06 wind_prop 0.04
273 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.06 wind_prop 0.04
274 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.07 wind_prop 0.04
275 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.07 wind_prop 0.04
276 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.07 wind_prop 0.04
277 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.08 wind_prop 0.04
278 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.08 wind_prop 0.04
279 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.08 wind_prop 0.04
280 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.09 wind_prop 0.04
281 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.09 wind_prop 0.04
282 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.09 wind_prop 0.04
283 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.10 wind_prop 0.04
284 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.10 wind_prop 0.04
285 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.10 wind_prop 0.04
286 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.11 wind_prop 0.04
287 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.11 wind_prop 0.04
288 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.11 wind_prop 0.04
289 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.12 wind_prop 0.04
290 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.12 wind_prop 0.04
291 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.12 wind_prop 0.04
292 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.13 wind_prop 0.04
293 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.13 wind_prop 0.04
294 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.13 wind_prop 0.04
295 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.14 wind_prop 0.04
296 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.14 wind_prop 0.04
297 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.14 wind_prop 0.04
298 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.15 wind_prop 0.04
299 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.15 wind_prop 0.04
300 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.15 wind_prop 0.04
301 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.16 wind_prop 0.04
302 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.16 wind_prop 0.04
303 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.16 wind_prop 0.04
304 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.17 wind_prop 0.04
305 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.17 wind_prop 0.04
306 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.17 wind_prop 0.04
307 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.18 wind_prop 0.04
308 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.18 wind_prop 0.04
309 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.18 wind_prop 0.04
310 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.19 wind_prop 0.04
311 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.19 wind_prop 0.04
312 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.19 wind_prop 0.04
313 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.20 wind_prop 0.04
314 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.20 wind_prop 0.04
315 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.20 wind_prop 0.04
316 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.00 wind_prop 0.05
317 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.00 wind_prop 0.05
318 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.00 wind_prop 0.05
319 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.01 wind_prop 0.05
320 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.01 wind_prop 0.05
321 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.01 wind_prop 0.05
322 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.02 wind_prop 0.05
323 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.02 wind_prop 0.05
324 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.02 wind_prop 0.05
325 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.03 wind_prop 0.05
326 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.03 wind_prop 0.05
327 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.03 wind_prop 0.05
328 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.04 wind_prop 0.05
329 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.04 wind_prop 0.05
330 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.04 wind_prop 0.05
331 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.05 wind_prop 0.05
332 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.05 wind_prop 0.05
333 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.05 wind_prop 0.05
334 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.06 wind_prop 0.05
335 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.06 wind_prop 0.05
336 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.06 wind_prop 0.05
337 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.07 wind_prop 0.05
338 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.07 wind_prop 0.05
339 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.07 wind_prop 0.05
340 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.08 wind_prop 0.05
341 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.08 wind_prop 0.05
342 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.08 wind_prop 0.05
343 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.09 wind_prop 0.05
344 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.09 wind_prop 0.05
345 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.09 wind_prop 0.05
346 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.10 wind_prop 0.05
347 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.10 wind_prop 0.05
348 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.10 wind_prop 0.05
349 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.11 wind_prop 0.05
350 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 2 birds_prop 0.11 wind_prop 0.05
351 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 3 birds_prop 0.11 wind_prop 0.05
352 1 study_rep_30.csv 50 8 0 0 0 0 0 0 1 0 0 scn_cali_03_mort_3.csv birds_a 1 birds_prop 0.12 wind_prop 0.05
