sim_id is_study_rep study_rep sim_rep run_time is_study is_fire_output is_dynamics is_metapop is_metapop_full is_metapop_dynamics is_metapop_pops is_recol_rescue is_plants_pop is_dispersal scenario_file param1 val1 param2 val2 param3 val3 param4 val4 param5 val5
144 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 24 fire_size_x 2651.65 fire_size_y 4419.418
145 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 25 fire_size_x 2651.65 fire_size_y 4419.418
146 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 26 fire_size_x 2651.65 fire_size_y 4419.418
147 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 27 fire_size_x 2651.65 fire_size_y 4419.418
148 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 28 fire_size_x 2651.65 fire_size_y 4419.418
149 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 29 fire_size_x 2651.65 fire_size_y 4419.418
150 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 30 fire_size_x 2651.65 fire_size_y 4419.418
151 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 31 fire_size_x 2651.65 fire_size_y 4419.418
152 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 32 fire_size_x 2651.65 fire_size_y 4419.418
153 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 33 fire_size_x 2651.65 fire_size_y 4419.418
154 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 34 fire_size_x 2651.65 fire_size_y 4419.418
155 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 35 fire_size_x 2651.65 fire_size_y 4419.418
156 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 5 fire_size_x 3181.98 fire_size_y 5303.301
157 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 6 fire_size_x 3181.98 fire_size_y 5303.301
158 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 7 fire_size_x 3181.98 fire_size_y 5303.301
159 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 8 fire_size_x 3181.98 fire_size_y 5303.301
160 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 9 fire_size_x 3181.98 fire_size_y 5303.301
161 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 10 fire_size_x 3181.98 fire_size_y 5303.301
162 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 11 fire_size_x 3181.98 fire_size_y 5303.301
163 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 12 fire_size_x 3181.98 fire_size_y 5303.301
164 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 13 fire_size_x 3181.98 fire_size_y 5303.301
165 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 14 fire_size_x 3181.98 fire_size_y 5303.301
166 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 15 fire_size_x 3181.98 fire_size_y 5303.301
167 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 16 fire_size_x 3181.98 fire_size_y 5303.301
168 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 17 fire_size_x 3181.98 fire_size_y 5303.301
169 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 18 fire_size_x 3181.98 fire_size_y 5303.301
170 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 19 fire_size_x 3181.98 fire_size_y 5303.301
171 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 20 fire_size_x 3181.98 fire_size_y 5303.301
172 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 21 fire_size_x 3181.98 fire_size_y 5303.301
173 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 22 fire_size_x 3181.98 fire_size_y 5303.301
174 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 23 fire_size_x 3181.98 fire_size_y 5303.301
175 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 24 fire_size_x 3181.98 fire_size_y 5303.301
176 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 25 fire_size_x 3181.98 fire_size_y 5303.301
177 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 26 fire_size_x 3181.98 fire_size_y 5303.301
178 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 27 fire_size_x 3181.98 fire_size_y 5303.301
179 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 28 fire_size_x 3181.98 fire_size_y 5303.301
180 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 29 fire_size_x 3181.98 fire_size_y 5303.301
181 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 30 fire_size_x 3181.98 fire_size_y 5303.301
182 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 31 fire_size_x 3181.98 fire_size_y 5303.301
183 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 32 fire_size_x 3181.98 fire_size_y 5303.301
184 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 33 fire_size_x 3181.98 fire_size_y 5303.301
185 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 34 fire_size_x 3181.98 fire_size_y 5303.301
186 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 35 fire_size_x 3181.98 fire_size_y 5303.301
187 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 5 fire_size_x 3712.31 fire_size_y 6187.185
188 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 6 fire_size_x 3712.31 fire_size_y 6187.185
189 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 7 fire_size_x 3712.31 fire_size_y 6187.185
190 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 8 fire_size_x 3712.31 fire_size_y 6187.185
191 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 9 fire_size_x 3712.31 fire_size_y 6187.185
192 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 10 fire_size_x 3712.31 fire_size_y 6187.185
193 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 11 fire_size_x 3712.31 fire_size_y 6187.185
194 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 12 fire_size_x 3712.31 fire_size_y 6187.185
195 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 13 fire_size_x 3712.31 fire_size_y 6187.185
196 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 14 fire_size_x 3712.31 fire_size_y 6187.185
197 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 15 fire_size_x 3712.31 fire_size_y 6187.185
198 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 16 fire_size_x 3712.31 fire_size_y 6187.185
199 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 17 fire_size_x 3712.31 fire_size_y 6187.185
200 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 18 fire_size_x 3712.31 fire_size_y 6187.185
201 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 19 fire_size_x 3712.31 fire_size_y 6187.185
202 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 20 fire_size_x 3712.31 fire_size_y 6187.185
203 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 21 fire_size_x 3712.31 fire_size_y 6187.185
204 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 22 fire_size_x 3712.31 fire_size_y 6187.185
205 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 23 fire_size_x 3712.31 fire_size_y 6187.185
206 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 24 fire_size_x 3712.31 fire_size_y 6187.185
207 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 25 fire_size_x 3712.31 fire_size_y 6187.185
208 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 26 fire_size_x 3712.31 fire_size_y 6187.185
209 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 27 fire_size_x 3712.31 fire_size_y 6187.185
210 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 28 fire_size_x 3712.31 fire_size_y 6187.185
211 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 29 fire_size_x 3712.31 fire_size_y 6187.185
212 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 30 fire_size_x 3712.31 fire_size_y 6187.185
213 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 31 fire_size_x 3712.31 fire_size_y 6187.185
214 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 32 fire_size_x 3712.31 fire_size_y 6187.185
215 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 33 fire_size_x 3712.31 fire_size_y 6187.185
216 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 34 fire_size_x 3712.31 fire_size_y 6187.185
217 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 90 follicles 9.97 fire_interval_mean 35 fire_size_x 3712.31 fire_size_y 6187.185
