fire_interval_scn fire_size_scn fire_scale fire_size_x fire_size_y fire_interval_mean fire_interval_lower_cut burned_lower_cut burned_upper_cut fire_a fire_b
0 0 0 2121.32 3535.534 17 1 3 12 2.1 11.7
